codigoInterno,Nom Reducido,idItem,idTipoIVA,idTipoIVA,idCategoria,IDSubRubro,Codigo_de_Envase_asociado,Porc_de_Impuesto_Interno,precio_final,FechaUltimoPrecio,FechaUltimoPrecio,descrip reducida,Eliminacion_de_item,Tipo de Unidad,Unidad,Dias_de_Vencimiento,Tamanio de Letra,FechaUltimoPrecio,FechaUltimoPrecio,Codigo_Adicional,Permite_Modif_Descripcion,Precio adicional de venta con IVA,Codigo de Plantilla de Etiqueta,Codigo de IVA Diferencial,UltimoPrecio,Precio_de_Oferta_Etiquetas,IDProducto,Codigo_de_envase_asociado_ERP,Monto_de_Impuesto_Interno,idTipoIVA,idTipoIVA,Aplica_Percepcion_5329,Costo _el_articulo,idProveedor,IDRubro,idMarca,Fecha Inicio,Fecha Fin
14541,MIGRAL II comp.rec.x 50,0,1,1,0,0,0,0,"24387,53",14/12/2024,14/12/2024,MIGRAL II comp.rec.x 50,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"17672,123", ,1016205302, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14542,ALERPRIV D comp.x 10,0,1,1,0,0,0,0,"8406,13",14/12/2024,14/12/2024,ALERPRIV D comp.x 10,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"6091,399", ,1016205501, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14543,T4 MONTPELLIER 150 150 mcg comp.x 50,0,1,1,0,0,0,0,"28811,15",14/12/2024,14/12/2024,T4 MONTPELLIER 150 150 mcg comp.x 50,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"20877,645", ,1016205701, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14544,HISTAMINO CORTEROID L comp.x 10,0,1,1,0,0,0,0,"8087,77",14/12/2024,14/12/2024,HISTAMINO CORTEROID L comp.x 10,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"5860,703", ,1016206001, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14545,HISTAMINO CORTEROID L comp.x 20,0,1,1,0,0,0,0,"15294,4",14/12/2024,14/12/2024,HISTAMINO CORTEROID L comp.x 20,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"11082,899", ,1016206002, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14546,HISTAMINO CORTEROID L jbe.x 60 ml,0,1,1,0,0,0,0,"7899,97",14/12/2024,14/12/2024,HISTAMINO CORTEROID L jbe.x 60 ml,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"5724,616", ,1016206003, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14548,REFRIANEX COMPUESTO comp.rec.x 20,0,1,1,0,0,0,0,"6861,15",14/12/2024,14/12/2024,REFRIANEX COMPUESTO comp.rec.x 20,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"4971,848", ,1016206601, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14551,METAFLEX PLUS comp.rec.x 20,0,1,1,0,0,0,0,"16274,81",14/12/2024,14/12/2024,METAFLEX PLUS comp.rec.x 20,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"11793,341", ,1016207401, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14552,METAFLEX PLUS comp.rec.x 40,0,1,1,0,0,0,0,"28511,27",14/12/2024,14/12/2024,METAFLEX PLUS comp.rec.x 40,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"20660,341", ,1016207402, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14553,METAFLEX 75 75 mg comp.rec.x 20,0,1,1,0,0,0,0,"19319,45",14/12/2024,14/12/2024,METAFLEX 75 75 mg comp.rec.x 20,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"13999,601", ,1016207501, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14555,METAFLEX susp.x 90 ml,0,1,1,0,0,0,0,"19408,16",14/12/2024,14/12/2024,METAFLEX susp.x 90 ml,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"14063,884", ,1016207503, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14556,GLEMAZ 4 mg comp.trirran.x 15,0,1,1,0,0,0,0,"7683,34",14/12/2024,14/12/2024,GLEMAZ 4 mg comp.trirran.x 15,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"5567,638", ,1016207601, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14557,GLEMAZ 4 mg comp.trirran.x 30,0,1,1,0,0,0,0,"15774,41",14/12/2024,14/12/2024,GLEMAZ 4 mg comp.trirran.x 30,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"11430,732", ,1016207602, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14814,NEUMOTEROL 400 caps.x 60 + aplic.,0,1,1,0,0,0,0,"82623,9",14/12/2024,14/12/2024,NEUMOTEROL 400 caps.x 60 + aplic.,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"59872,391", ,1018000052, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14904,NEUMOTEROL 200 caps.x 60 + aplic.,0,1,1,0,0,0,0,"60305,75",14/12/2024,14/12/2024,NEUMOTEROL 200 caps.x 60 + aplic.,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"43699,819", ,1018012101, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14905,NEUMOTEROL 200 caps.x 120 + aplic.,0,1,1,0,0,0,0,"82724,45",14/12/2024,14/12/2024,NEUMOTEROL 200 caps.x 120 + aplic.,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"59945,254", ,1018012102, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14906,NEUMOTEROL 200 caps.x 60 s/aplicador,0,1,1,0,0,0,0,"56901,13",14/12/2024,14/12/2024,NEUMOTEROL 200 caps.x 60 s/aplicador,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"41232,703", ,1018012103, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14907,NEUMOTEROL 200 caps.x 120 s/aplicador,0,1,1,0,0,0,0,"81964,07",14/12/2024,14/12/2024,NEUMOTEROL 200 caps.x 120 s/aplicador,N,1,1,5,0,14/12/2024,14/12/2024,*,N,0,-1,0,"59394,254", ,1018012104, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14916,CREMA DE ORDEÑE SPINEDA pote x 200 g,0,1,1,0,0,0,0,14340,13/12/2024,13/12/2024,CREMA DE ORDEÃE SPINEDA pote x 200 g,N,1,1,5,0,13/12/2024,13/12/2024,*,N,0,-1,0,"10391,304", ,1018200102, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14917,FLUIDO SPINEDA SPORT roll-on x 90 g,0,1,1,0,0,0,0,6559,13/12/2024,13/12/2024,FLUIDO SPINEDA SPORT roll-on x 90 g,N,1,1,5,0,13/12/2024,13/12/2024,*,N,0,-1,0,"4752,899", ,1018200103, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14918,CREMA SPINEDA pote x 100 g,0,3,3,0,0,0,0,14340,13/12/2024,13/12/2024,CREMA SPINEDA pote x 100 g,N,1,1,5,0,13/12/2024,13/12/2024,*,N,0,-1,0,"10391,304", ,1018201801, ,-1,3,3,N,-1,0,1,0,1/12/2024,31/12/2024
14919,FLUIDO SPINEDA fco.x 250 ml,0,1,1,0,0,0,0,14340,13/12/2024,13/12/2024,FLUIDO SPINEDA fco.x 250 ml,N,1,1,5,0,13/12/2024,13/12/2024,*,N,0,-1,0,"10391,304", ,1018201901, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14920,DROPSTAR colirio x 10 ml,0,1,1,0,0,0,0,"20054,99",16/12/2024,16/12/2024,DROPSTAR colirio x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"14532,601", ,1018400000, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14921,LOUTEN T colirio x 2.5 ml,0,1,1,0,0,0,0,"27747,49",16/12/2024,16/12/2024,LOUTEN T colirio x 2.5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"20106,877", ,1018400001, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14922,GOTABIOTIC F ung.oft.x 3.5 g,0,1,1,0,0,0,0,"12466,68",16/12/2024,16/12/2024,GOTABIOTIC F ung.oft.x 3.5 g,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"9033,826", ,1018400004, ,-1,1,1,N,-1,0,1,922,1/12/2024,31/12/2024
14923,GLAUCOPROST sol.oft.x 3 ml,0,1,1,0,0,0,0,27960,16/12/2024,16/12/2024,GLAUCOPROST sol.oft.x 3 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"20260,87", ,1018400005, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14924,QUIDEX gts.oft.x 5 ml,0,1,1,0,0,0,0,"9931,41",16/12/2024,16/12/2024,QUIDEX gts.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"7196,674", ,1018400006, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14925,POENBIOPTAL colirio x 5 ml,0,1,1,0,0,0,0,"7382,91",16/12/2024,16/12/2024,POENBIOPTAL colirio x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"5349,935", ,1018400008, ,-1,1,1,N,-1,0,1,804,1/12/2024,31/12/2024
14926,DIARIS caps.x 30,0,1,1,0,0,0,0,"23158,09",16/12/2024,16/12/2024,DIARIS caps.x 30,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"16781,225", ,1018400009, ,-1,1,1,N,-1,0,1,132,1/12/2024,31/12/2024
14927,ALKET sol.oft.x 5 ml,0,1,1,0,0,0,0,24450,16/12/2024,16/12/2024,ALKET sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"17717,391", ,1018400010, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14929,AUCIC 0.5% sol.oft.x 10 ml,0,1,1,0,0,0,0,"11753,99",16/12/2024,16/12/2024,AUCIC 0.5% sol.oft.x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"8517,384", ,1018400012, ,-1,1,1,N,-1,0,1,39,1/12/2024,31/12/2024
14930,LAGRIMA ARTIFICIAL colirio x 10 ml,0,1,1,0,0,0,0,7490,16/12/2024,16/12/2024,LAGRIMA ARTIFICIAL colirio x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"5427,536", ,1018400013, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14931,LOTEMICIN susp.oft.x 5 ml,0,1,1,0,0,0,0,"13001,18",16/12/2024,16/12/2024,LOTEMICIN susp.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"9421,145", ,1018400014, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14933,QUIDEX ung.oft.x 3.5 g,0,1,1,0,0,0,0,"14850,04",16/12/2024,16/12/2024,QUIDEX ung.oft.x 3.5 g,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"10760,899", ,1018400016, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14934,AUCIC 1% sol.oft.x 10 ml,0,1,1,0,0,0,0,"13019,93",16/12/2024,16/12/2024,AUCIC 1% sol.oft.x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"9434,732", ,1018400018, ,-1,1,1,N,-1,0,1,39,1/12/2024,31/12/2024
14935,NATAX fco.gotero x 5 ml,0,1,1,0,0,0,0,"21195,85",16/12/2024,16/12/2024,NATAX fco.gotero x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"15359,312", ,1018400019, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14936,NEAGEL gel oft.x 5 g,0,1,1,0,0,0,0,34552,16/12/2024,16/12/2024,NEAGEL gel oft.x 5 g,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"25037,681", ,1018400020, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14937,ALOSOL gts.oft.x 10 ml,0,1,1,0,0,0,0,8620,16/12/2024,16/12/2024,ALOSOL gts.oft.x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"6246,377", ,1018400021, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14938,VISAG sol.oft.x 2.5 ml,0,1,1,0,0,0,0,16320,16/12/2024,16/12/2024,VISAG sol.oft.x 2.5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"11826,087", ,1018400022, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14939,ACRYLARM PLUS gel oft.x 10 g,0,1,1,0,0,0,0,"15643,68",16/12/2024,16/12/2024,ACRYLARM PLUS gel oft.x 10 g,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,11336, ,1018400023, ,-1,1,1,N,-1,0,1,1087,1/12/2024,31/12/2024
14940,TALOF susp.oft.x 5 ml,0,1,1,0,0,0,0,16125,16/12/2024,16/12/2024,TALOF susp.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"11684,783", ,1018400024, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14941,AUCIC 1.5% gel.oft.x 5 g,0,1,1,0,0,0,0,"14681,64",16/12/2024,16/12/2024,AUCIC 1.5% gel.oft.x 5 g,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"10638,87", ,1018400026, ,-1,1,1,N,-1,0,1,39,1/12/2024,31/12/2024
14942,DROPSTAR P colirio x 10 ml,0,1,1,0,0,0,0,"17447,14",16/12/2024,16/12/2024,DROPSTAR P colirio x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"12642,855", ,1018400027, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14943,GATIDEX sol.oftalmica x 5 ml,0,1,1,0,0,0,0,"30075,66",16/12/2024,16/12/2024,GATIDEX sol.oftalmica x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"21793,957", ,1018400028, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14944,BRIMOPRESS T sol.oft.x 5 ml,0,1,1,0,0,0,0,"25292,37",16/12/2024,16/12/2024,BRIMOPRESS T sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"18327,804", ,1018400029, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14945,CLOSPORIL 0.1% gts.oft.x 5 ml,0,1,1,0,0,0,0,"33237,05",16/12/2024,16/12/2024,CLOSPORIL 0.1% gts.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"24084,819", ,1018400030, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14946,LUSIC sol.oft. x 10 ml,0,1,1,0,0,0,0,9950,16/12/2024,16/12/2024,LUSIC sol.oft. x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"7210,145", ,1018400031, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14947,GATIF FORTE sol.oft.x 5 ml,0,1,1,0,0,0,0,"30796,36",16/12/2024,16/12/2024,GATIF FORTE sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"22316,203", ,1018400032, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14948,GOTA PC sol.oft.x 10 ml,0,1,1,0,0,0,0,6990,16/12/2024,16/12/2024,GOTA PC sol.oft.x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"5065,217", ,1018400033, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14949,TRALER sol.oft.x 5 ml,0,1,1,0,0,0,0,"22271,58",16/12/2024,16/12/2024,TRALER sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"16138,826", ,1018400035, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14950,TOLF emuls.oft.x 5 ml,0,1,1,0,0,0,0,"23263,87",16/12/2024,16/12/2024,TOLF emuls.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"16857,877", ,1018400036, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14951,GOTA PC DESCONGESTIVO sol.oft.x 10 ml,0,1,1,0,0,0,0,6590,16/12/2024,16/12/2024,GOTA PC DESCONGESTIVO sol.oft.x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"4775,362", ,1018400038, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14952,GOTA PC DESCONGESTIVO baño ocular x 80 ml,0,1,1,0,0,0,0,9190,16/12/2024,16/12/2024,GOTA PC DESCONGESTIVO baÃ±o ocular x 80 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"6659,42", ,1018400040, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14953,FLUORESCEINA 0.25% fco.gotero x 5 ml,0,1,1,0,0,0,0,"10655,58",16/12/2024,16/12/2024,FLUORESCEINA 0.25% fco.gotero x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"7721,435", ,1018400041, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14954,AUCIC PLUS sol.oft.x 10 ml,0,1,1,0,0,0,0,18933,16/12/2024,16/12/2024,AUCIC PLUS sol.oft.x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"13719,565", ,1018400043, ,-1,1,1,N,-1,0,1,39,1/12/2024,31/12/2024
14955,LOUTEN emuls.x 2.5 ml,0,1,1,0,0,0,0,"24653,76",16/12/2024,16/12/2024,LOUTEN emuls.x 2.5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"17865,043", ,1018400045, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14956,LOTESOFT ung.oft.x 3.5 g,0,1,1,0,0,0,0,"17605,38",16/12/2024,16/12/2024,LOTESOFT ung.oft.x 3.5 g,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"12757,522", ,1018400046, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14957,DIARIS OMEGA caps.x 30,0,1,1,0,0,0,0,"11282,14",16/12/2024,16/12/2024,DIARIS OMEGA caps.x 30,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"8175,464", ,1018400047, ,-1,1,1,N,-1,0,1,132,1/12/2024,31/12/2024
14959,DIAR caps.bl.x 30,0,1,1,0,0,0,0,29900,16/12/2024,16/12/2024,DIAR caps.bl.x 30,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"21666,667", ,1018400049, ,-1,1,1,N,-1,0,1,131,1/12/2024,31/12/2024
14960,AUCIC 1% LC sol.oft.x 10 ml,0,1,1,0,0,0,0,"18842,3",16/12/2024,16/12/2024,AUCIC 1% LC sol.oft.x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"13653,841", ,1018400050, ,-1,1,1,N,-1,0,1,39,1/12/2024,31/12/2024
14961,DROPSTAR LC colirio x 10 ml,0,1,1,0,0,0,0,"22118,7",16/12/2024,16/12/2024,DROPSTAR LC colirio x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"16028,043", ,1018400051, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14962,KETIF sol.x 5 ml,0,1,1,0,0,0,0,7200,16/12/2024,16/12/2024,KETIF sol.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"5217,391", ,1018400052, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14963,TRALER LC sol.oft.x 5 ml,0,1,1,0,0,0,0,"25479,37",16/12/2024,16/12/2024,TRALER LC sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"18463,312", ,1018400053, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14964,LASIN fco.x 3 ml,0,1,1,0,0,0,0,39990,16/12/2024,16/12/2024,LASIN fco.x 3 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"28978,261", ,1018400054, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14965,GLAUCOTENSIL TD LC sol.oft.x 5 ml,0,1,1,0,0,0,0,"36006,75",16/12/2024,16/12/2024,GLAUCOTENSIL TD LC sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"26091,848", ,1018400055, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14966,GOTA PC PLUS sol.oft.x 10 ml,0,1,1,0,0,0,0,8410,16/12/2024,16/12/2024,GOTA PC PLUS sol.oft.x 10 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"6094,203", ,1018400056, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14967,XEGREX sol.oft.x 5 ml,0,1,1,0,0,0,0,"40194,79",16/12/2024,16/12/2024,XEGREX sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"29126,659", ,1018400057, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14968,BRIMOPRESS LC 0.2% sol.oft.x 5 ml,0,1,1,0,0,0,0,"27283,43",16/12/2024,16/12/2024,BRIMOPRESS LC 0.2% sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"19770,601", ,1018400058, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14969,BRIMOPRESS T LC sol.oft.x 5 ml,0,1,1,0,0,0,0,"27461,21",16/12/2024,16/12/2024,BRIMOPRESS T LC sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"19899,428", ,1018400059, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14970,XEGREX LC sol.oft.x 5 ml,0,1,1,0,0,0,0,"40194,79",16/12/2024,16/12/2024,XEGREX LC sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"29126,659", ,1018400060, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14971,CICLOPENTOLATO POEN 1% colirio x 5 ml,0,1,1,0,0,0,0,"10317,04",16/12/2024,16/12/2024,CICLOPENTOLATO POEN 1% colirio x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"7476,116", ,1018401401, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14972,PROVISUAL COMPUESTO colirio x 5 ml,0,1,1,0,0,0,0,"6873,89",16/12/2024,16/12/2024,PROVISUAL COMPUESTO colirio x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"4981,08", ,1018402701, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14973,GOTABIOTIC colirio x 5 ml,0,1,1,0,0,0,0,"8788,72",16/12/2024,16/12/2024,GOTABIOTIC colirio x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"6368,638", ,1018402901, ,-1,1,1,N,-1,0,1,922,1/12/2024,31/12/2024
14974,GOTABIOTIC gel oft.x 5 g,0,1,1,0,0,0,0,"9620,32",16/12/2024,16/12/2024,GOTABIOTIC gel oft.x 5 g,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"6971,246", ,1018402902, ,-1,1,1,N,-1,0,1,922,1/12/2024,31/12/2024
14975,POENTIMOL 0.50% colirio x 5 ml,0,1,1,0,0,0,0,"9372,11",16/12/2024,16/12/2024,POENTIMOL 0.50% colirio x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"6791,384", ,1018403203, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14976,GOTABIOTIC D colirio x 5 ml,0,1,1,0,0,0,0,"10413,83",16/12/2024,16/12/2024,GOTABIOTIC D colirio x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"7546,254", ,1018403401, ,-1,1,1,N,-1,0,1,922,1/12/2024,31/12/2024
14977,FOTORRETIN colirio x 5 ml,0,1,1,0,0,0,0,"12001,31",16/12/2024,16/12/2024,FOTORRETIN colirio x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"8696,601", ,1018403601, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14979,SEDESTEROL gts.oft.x 5 ml,0,1,1,0,0,0,0,25450,16/12/2024,16/12/2024,SEDESTEROL gts.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"18442,029", ,1018404101, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14980,POENKERAT 0.5% colirio x 5 ml,0,1,1,0,0,0,0,"13871,44",16/12/2024,16/12/2024,POENKERAT 0.5% colirio x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"10051,768", ,1018404301, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14981,GOTABIOTIC F colirio x 5 ml,0,1,1,0,0,0,0,"9485,16",16/12/2024,16/12/2024,GOTABIOTIC F colirio x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"6873,304", ,1018405001, ,-1,1,1,N,-1,0,1,922,1/12/2024,31/12/2024
14982,FOTOPTIC colir.x 5 ml,0,1,1,0,0,0,0,"10583,09",16/12/2024,16/12/2024,FOTOPTIC colir.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"7668,906", ,1018405101, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14985,ACRYLARM gel oft.x 10 g,0,1,1,0,0,0,0,"17657,57",16/12/2024,16/12/2024,ACRYLARM gel oft.x 10 g,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"12795,341", ,1018405501, ,-1,1,1,N,-1,0,1,1087,1/12/2024,31/12/2024
14986,BRIMOPRESS 0.2% sol.oft.x 5 ml,0,1,1,0,0,0,0,"25479,56",16/12/2024,16/12/2024,BRIMOPRESS 0.2% sol.oft.x 5 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"18463,449", ,1018406501, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
14987,BRIXIA colirio x 6 ml,0,1,1,0,0,0,0,24455,16/12/2024,16/12/2024,BRIXIA colirio x 6 ml,N,1,1,5,0,16/12/2024,16/12/2024,*,N,0,-1,0,"17721,014", ,1018406601, ,-1,1,1,N,-1,0,1,0,1/12/2024,31/12/2024
