codigoInterno	Nom Reducido	idItem	idTipoIVA	idCategoria	IDSubRubro	Codigo_de_Envase_asociado	Porc_de_Impuesto_Interno	precio_final	FechaUltimoPrecio	descrip reducida	Eliminacion_de_item	Tipo de Unidad	Unidad	Dias_de_Vencimiento	Tamanio de Letra	FechaUltimoPrecio	Codigo_Adicional	Permite_Modif_Descripcion	Precio adicional de venta con IVA	Codigo de Plantilla de Etiqueta	Codigo de IVA Diferencial	UltimoPrecio	Precio_de_Oferta_Etiquetas	IDProducto	Codigo_de_envase_asociado_ERP	Monto_de_Impuesto_Interno	idTipoIVA	Aplica_Percepcion_5329	Costo _el_articulo	idProveedor	IDRubro	idMarca	Fecha Inicio	Fecha Fin
8770	ROSUSTATIN 10 mg comp.x 30	0	1	0	0	0	0	17409,87	14/12/2024	ROSUSTATIN 10 mg comp.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	12615,848	 	1016200182	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8771	ROSUSTATIN 10 mg comp.x 60	0	1	0	0	0	0	34370,02	14/12/2024	ROSUSTATIN 10 mg comp.x 60	N	1	1	5	0	14/12/2024	*	N	0	-1	0	24905,812	 	1016200183	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8772	ROSUSTATIN 20 mg comp.x 30	0	1	0	0	0	0	30850,69	14/12/2024	ROSUSTATIN 20 mg comp.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	22355,572	 	1016200184	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8773	TALGIAX 90 mg comp.rec.x 30	0	1	0	0	0	0	31278,16	2/11/2024	TALGIAX 90 mg comp.rec.x 30	N	1	1	5	0	2/11/2024	*	N	0	-1	0	22665,333	 	1016200189	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8774	OPTIBRAL 30 mg caps.x 30	0	1	0	0	0	0	53472,35	14/12/2024	OPTIBRAL 30 mg caps.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	38748,08	 	1016200190	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8775	OPTIBRAL 60 mg caps.x 30	0	1	0	0	0	0	54807,84	14/12/2024	OPTIBRAL 60 mg caps.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	39715,826	 	1016200191	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8776	LUCIDRON 40 comp.x 30	0	1	0	0	0	0	76905,6	14/12/2024	LUCIDRON 40 comp.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	55728,696	 	1016200192	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8777	LUCIDRON 80 comp.x 30	0	1	0	0	0	0	98693,77	14/12/2024	LUCIDRON 80 comp.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	71517,225	 	1016200193	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8778	LIERBRON 200 caps.x 120+aplicador	0	1	0	0	0	0	78789,75	14/12/2024	LIERBRON 200 caps.x 120+aplicador	N	1	1	5	0	14/12/2024	*	N	0	-1	0	57094,022	 	1016200194	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8779	LIERBRON 200 caps.x 60 +aplicador	0	1	0	0	0	0	57057,73	14/12/2024	LIERBRON 200 caps.x 60 +aplicador	N	1	1	5	0	14/12/2024	*	N	0	-1	0	41346,181	 	1016200195	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8780	LIERBRON 400 caps.x 60 +aplicador	0	1	0	0	0	0	78458,85	14/12/2024	LIERBRON 400 caps.x 60 +aplicador	N	1	1	5	0	14/12/2024	*	N	0	-1	0	56854,239	 	1016200196	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8781	MICROBION 300 mg caps.x 16	0	1	0	0	0	0	13701,72	14/12/2024	MICROBION 300 mg caps.x 16	N	1	1	5	0	14/12/2024	*	N	0	-1	0	9928,783	 	1016200197	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8782	ALERVITAN comp.rec.x 30	0	1	0	0	0	0	27897,01	14/12/2024	ALERVITAN comp.rec.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	20215,225	 	1016200198	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8783	MICROBION 75mg pvo.p/sol.o x100ml	0	1	0	0	0	0	27544,33	14/12/2024	MICROBION 75mg pvo.p/sol.o x100ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	19959,659	 	1016200205	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8784	RILIF 16 mg comp.ran.x 30	0	1	0	0	0	0	13981,47	14/12/2024	RILIF 16 mg comp.ran.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	10131,5	 	1016200206	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8785	RILIF 24 mg comp.birran.x 60	0	1	0	0	0	0	38170,31	14/12/2024	RILIF 24 mg comp.birran.x 60	N	1	1	5	0	14/12/2024	*	N	0	-1	0	27659,645	 	1016200207	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8786	RILIF 24 mg comp.ran. x 30	0	1	0	0	0	0	20951,55	14/12/2024	RILIF 24 mg comp.ran. x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	15182,283	 	1016200208	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8787	KAON elixir x 150 ml	0	1	0	0	0	0	8015,64	14/12/2024	KAON elixir x 150 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	5808,435	 	1016200301	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8788	KAON elixir x 500 ml	0	1	0	0	0	0	20956,19	14/12/2024	KAON elixir x 500 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	15185,645	 	1016200302	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8789	KAON pvo.sob.x 30	0	1	0	0	0	0	22408,46	14/12/2024	KAON pvo.sob.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	16238,014	 	1016200303	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8790	CARBOGASOL liq.x 30 ml	0	1	0	0	0	0	5757,15	14/12/2024	CARBOGASOL liq.x 30 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	4171,848	 	1016200403	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8791	MODATON 5 mg comp.rec.x 20	0	1	0	0	0	0	8918,26	14/12/2024	MODATON 5 mg comp.rec.x 20	N	1	1	5	0	14/12/2024	*	N	0	-1	0	6462,507	 	1016200501	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8792	MODATON 5 mg comp.rec.x 50	0	1	0	0	0	0	16882,64	14/12/2024	MODATON 5 mg comp.rec.x 50	N	1	1	5	0	14/12/2024	*	N	0	-1	0	12233,797	 	1016200502	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8793	MODATON gts.x 30 ml	0	1	0	0	0	0	15245,75	14/12/2024	MODATON gts.x 30 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	11047,645	 	1016200504	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8794	MEMOREX COMPUESTO jbe.x 200 ml	0	1	0	0	0	0	14808,26	14/12/2024	MEMOREX COMPUESTO jbe.x 200 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	10730,623	 	1016200901	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8795	MEMOREX COMPUESTO comp.x 20	0	1	0	0	0	0	18365,11	14/12/2024	MEMOREX COMPUESTO comp.x 20	N	1	1	5	0	14/12/2024	*	N	0	-1	0	13308,051	 	1016200902	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8796	MEMOREX COMPUESTO comp.x 40	0	1	0	0	0	0	31393,18	14/12/2024	MEMOREX COMPUESTO comp.x 40	N	1	1	5	0	14/12/2024	*	N	0	-1	0	22748,681	 	1016200903	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8797	MIGRAL sup.x 10	0	1	0	0	0	0	14422,76	14/12/2024	MIGRAL sup.x 10	N	1	1	5	0	14/12/2024	*	N	0	-1	0	10451,275	 	1016201201	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8798	MIGRAL 500 mg comp.x 20	0	1	0	0	0	0	8997,9	2/11/2024	MIGRAL 500 mg comp.x 20	N	1	1	5	0	2/11/2024	*	N	0	-1	0	6520,217	 	1016201202	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8799	IM 75 MONTPELLIER caps.x 24	0	1	0	0	0	0	25972,97	14/12/2024	IM 75 MONTPELLIER caps.x 24	N	1	1	5	0	14/12/2024	*	N	0	-1	0	18820,993	 	1016201601	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8800	IM 75 MONTPELLIER caps.x 50	0	1	0	0	0	0	47488,79	14/12/2024	IM 75 MONTPELLIER caps.x 50	N	1	1	5	0	14/12/2024	*	N	0	-1	0	34412,167	 	1016201602	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8801	IM 75 MONTPELLIER sup.x 10	0	1	0	0	0	0	27828,34	14/12/2024	IM 75 MONTPELLIER sup.x 10	N	1	1	5	0	14/12/2024	*	N	0	-1	0	20165,464	 	1016201604	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8802	IM 75 MONTPELLIER cr.x 100 g	0	1	0	0	0	0	23185,65	14/12/2024	IM 75 MONTPELLIER cr.x 100 g	N	1	1	5	0	14/12/2024	*	N	0	-1	0	16801,196	 	1016201605	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8803	IM 75 MONTPELLIER gel x 50 g	0	1	0	0	0	0	19327,64	14/12/2024	IM 75 MONTPELLIER gel x 50 g	N	1	1	5	0	14/12/2024	*	N	0	-1	0	14005,536	 	1016201607	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8804	CORTEROID 0.6 mg comp.x 30	0	1	0	0	0	0	8258,13	14/12/2024	CORTEROID 0.6 mg comp.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	5984,152	 	1016201902	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8805	CORTEROID 1.2 mg comp.x 30	0	1	0	0	0	0	15797,83	14/12/2024	CORTEROID 1.2 mg comp.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	11447,703	 	1016201904	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8806	CORTEROID gts.x 30 ml	0	1	0	0	0	0	4702,92	14/12/2024	CORTEROID gts.x 30 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	3407,913	 	1016201906	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8807	CORTEROID iny.f.a.x 1 x 2 ml	0	1	0	0	0	0	5596,21	14/12/2024	CORTEROID iny.f.a.x 1 x 2 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	4055,225	 	1016201907	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8808	CORTEROID cr.x 30 g	0	1	0	0	0	0	8761,41	14/12/2024	CORTEROID cr.x 30 g	N	1	1	5	0	14/12/2024	*	N	0	-1	0	6348,848	 	1016201909	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8809	CORTEROID RETARD iny.f.a.x 1 x 5 ml	0	1	0	0	0	0	23941,12	14/12/2024	CORTEROID RETARD iny.f.a.x 1 x 5 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	17348,638	 	1016202001	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8810	CORTEROID RETARD iny.f.a.x 1 x 2 ml	0	1	0	0	0	0	11424,23	14/12/2024	CORTEROID RETARD iny.f.a.x 1 x 2 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	8278,428	 	1016202002	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8811	BACTICORT cr.x 30 g	0	1	0	0	0	0	19784,48	14/12/2024	BACTICORT cr.x 30 g	N	1	1	5	0	14/12/2024	*	N	0	-1	0	14336,58	 	1016202302	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8812	BACTICORT COMPLEX cr.x 30 g	0	1	0	0	0	0	20331,23	14/12/2024	BACTICORT COMPLEX cr.x 30 g	N	1	1	5	0	14/12/2024	*	N	0	-1	0	14732,775	 	1016202402	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8813	CARBOGASOL FORTE caps.x 40 (20+20)	0	1	0	0	0	0	10603,51	14/12/2024	CARBOGASOL FORTE caps.x 40 (20+20)	N	1	1	5	0	14/12/2024	*	N	0	-1	0	7683,703	 	1016202601	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8814	CARBOGASOL FORTE caps.x 120 (60+60)	0	1	0	0	0	0	25595,61	14/12/2024	CARBOGASOL FORTE caps.x 120 (60+60)	N	1	1	5	0	14/12/2024	*	N	0	-1	0	18547,543	 	1016202602	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8815	REFRIANEX comp.x 20	0	1	0	0	0	0	6564,97	14/12/2024	REFRIANEX comp.x 20	N	1	1	5	0	14/12/2024	*	N	0	-1	0	4757,225	 	1016202701	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8816	MIGRAL COMPOSITUM comp.x 20	0	1	0	0	0	0	9236	2/11/2024	MIGRAL COMPOSITUM comp.x 20	N	1	1	5	0	2/11/2024	*	N	0	-1	0	6692,754	 	1016203401	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8817	MIGRAL COMPOSITUM comp.x 50	0	1	0	0	0	0	21926,48	2/11/2024	MIGRAL COMPOSITUM comp.x 50	N	1	1	5	0	2/11/2024	*	N	0	-1	0	15888,754	 	1016203402	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8818	MIGRAL COMPOSITUM comp.x 100	0	1	0	0	0	0	41503,73	2/11/2024	MIGRAL COMPOSITUM comp.x 100	N	1	1	5	0	2/11/2024	*	N	0	-1	0	30075,167	 	1016203403	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8819	OXIBRON N.F. gts.x 30 ml	0	1	0	0	0	0	24477,98	14/12/2024	OXIBRON N.F. gts.x 30 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	17737,667	 	1016203802	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8820	OXIBRON comp.x 20	0	1	0	0	0	0	7135,01	14/12/2024	OXIBRON comp.x 20	N	1	1	5	0	14/12/2024	*	N	0	-1	0	5170,297	 	1016204401	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8821	ALERPRIV comp.x 10	0	1	0	0	0	0	7790,26	14/12/2024	ALERPRIV comp.x 10	N	1	1	5	0	14/12/2024	*	N	0	-1	0	5645,116	 	1016204501	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8822	ALERPRIV comp.x 30	0	1	0	0	0	0	18828,91	14/12/2024	ALERPRIV comp.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	13644,138	 	1016204502	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8823	ALERPRIV jbe.x 60 ml	0	1	0	0	0	0	6077,45	14/12/2024	ALERPRIV jbe.x 60 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	4403,949	 	1016204503	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8824	T4 MONTPELLIER 100 100 mcg comp.x 50	0	1	0	0	0	0	20401,22	14/12/2024	T4 MONTPELLIER 100 100 mcg comp.x 50	N	1	1	5	0	14/12/2024	*	N	0	-1	0	14783,493	 	1016204601	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8825	CRONOCORTEROID iny.a.x 1 x 2 ml	0	1	0	0	0	0	11451,15	14/12/2024	CRONOCORTEROID iny.a.x 1 x 2 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	8297,935	 	1016204701	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8826	DBI AP METFORMINA 850 mg comp.rec.x 30	0	1	0	0	0	0	11219,75	2/11/2024	DBI AP METFORMINA 850 mg comp.rec.x 30	N	1	1	5	0	2/11/2024	*	N	0	-1	0	8130,254	 	1016205201	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8827	DBI AP METFORMINA 850 mg comp.rec.x 100	0	1	0	0	0	0	36548,88	2/11/2024	DBI AP METFORMINA 850 mg comp.rec.x 100	N	1	1	5	0	2/11/2024	*	N	0	-1	0	26484,696	 	1016205202	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8828	DBI AP METFORMINA 850 mg comp.rec.x 60	0	1	0	0	0	0	22293,57	2/11/2024	DBI AP METFORMINA 850 mg comp.rec.x 60	N	1	1	5	0	2/11/2024	*	N	0	-1	0	16154,761	 	1016205203	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8829	MIGRAL II comp.rec.x 20	0	1	0	0	0	0	10451,68	14/12/2024	MIGRAL II comp.rec.x 20	N	1	1	5	0	14/12/2024	*	N	0	-1	0	7573,681	 	1016205301	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8830	MIGRAL II comp.rec.x 50	0	1	0	0	0	0	24387,53	14/12/2024	MIGRAL II comp.rec.x 50	N	1	1	5	0	14/12/2024	*	N	0	-1	0	17672,123	 	1016205302	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8831	ALERPRIV D comp.x 10	0	1	0	0	0	0	8406,13	14/12/2024	ALERPRIV D comp.x 10	N	1	1	5	0	14/12/2024	*	N	0	-1	0	6091,399	 	1016205501	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8832	T4 MONTPELLIER 150 150 mcg comp.x 50	0	1	0	0	0	0	28811,15	14/12/2024	T4 MONTPELLIER 150 150 mcg comp.x 50	N	1	1	5	0	14/12/2024	*	N	0	-1	0	20877,645	 	1016205701	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8833	HISTAMINO CORTEROID L comp.x 10	0	1	0	0	0	0	8087,77	14/12/2024	HISTAMINO CORTEROID L comp.x 10	N	1	1	5	0	14/12/2024	*	N	0	-1	0	5860,703	 	1016206001	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8834	HISTAMINO CORTEROID L comp.x 20	0	1	0	0	0	0	15294,4	14/12/2024	HISTAMINO CORTEROID L comp.x 20	N	1	1	5	0	14/12/2024	*	N	0	-1	0	11082,899	 	1016206002	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8835	HISTAMINO CORTEROID L jbe.x 60 ml	0	1	0	0	0	0	7899,97	14/12/2024	HISTAMINO CORTEROID L jbe.x 60 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	5724,616	 	1016206003	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8836	REFRIANEX COMPUESTO comp.rec.x 20	0	1	0	0	0	0	6861,15	14/12/2024	REFRIANEX COMPUESTO comp.rec.x 20	N	1	1	5	0	14/12/2024	*	N	0	-1	0	4971,848	 	1016206601	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8837	METAFLEX PLUS comp.rec.x 20	0	1	0	0	0	0	16274,81	14/12/2024	METAFLEX PLUS comp.rec.x 20	N	1	1	5	0	14/12/2024	*	N	0	-1	0	11793,341	 	1016207401	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8838	METAFLEX PLUS comp.rec.x 40	0	1	0	0	0	0	28511,27	14/12/2024	METAFLEX PLUS comp.rec.x 40	N	1	1	5	0	14/12/2024	*	N	0	-1	0	20660,341	 	1016207402	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8839	METAFLEX 75 75 mg comp.rec.x 20	0	1	0	0	0	0	19319,45	14/12/2024	METAFLEX 75 75 mg comp.rec.x 20	N	1	1	5	0	14/12/2024	*	N	0	-1	0	13999,601	 	1016207501	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8840	METAFLEX susp.x 90 ml	0	1	0	0	0	0	19408,16	14/12/2024	METAFLEX susp.x 90 ml	N	1	1	5	0	14/12/2024	*	N	0	-1	0	14063,884	 	1016207503	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8841	GLEMAZ 4 mg comp.trirran.x 15	0	1	0	0	0	0	7683,34	14/12/2024	GLEMAZ 4 mg comp.trirran.x 15	N	1	1	5	0	14/12/2024	*	N	0	-1	0	5567,638	 	1016207601	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8842	GLEMAZ 4 mg comp.trirran.x 30	0	1	0	0	0	0	15774,41	14/12/2024	GLEMAZ 4 mg comp.trirran.x 30	N	1	1	5	0	14/12/2024	*	N	0	-1	0	11430,732	 	1016207602	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8843	NEUMOTEROL 400 caps.x 60 + aplic.	0	1	0	0	0	0	82623,9	14/12/2024	NEUMOTEROL 400 caps.x 60 + aplic.	N	1	1	5	0	14/12/2024	*	N	0	-1	0	59872,391	 	1018000052	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8844	NEUMOTEROL 200 caps.x 60 + aplic.	0	1	0	0	0	0	60305,75	14/12/2024	NEUMOTEROL 200 caps.x 60 + aplic.	N	1	1	5	0	14/12/2024	*	N	0	-1	0	43699,819	 	1018012101	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8845	NEUMOTEROL 200 caps.x 120 + aplic.	0	1	0	0	0	0	82724,45	14/12/2024	NEUMOTEROL 200 caps.x 120 + aplic.	N	1	1	5	0	14/12/2024	*	N	0	-1	0	59945,254	 	1018012102	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8846	NEUMOTEROL 200 caps.x 60 s/aplicador	0	1	0	0	0	0	56901,13	14/12/2024	NEUMOTEROL 200 caps.x 60 s/aplicador	N	1	1	5	0	14/12/2024	*	N	0	-1	0	41232,703	 	1018012103	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8847	NEUMOTEROL 200 caps.x 120 s/aplicador	0	1	0	0	0	0	81964,07	14/12/2024	NEUMOTEROL 200 caps.x 120 s/aplicador	N	1	1	5	0	14/12/2024	*	N	0	-1	0	59394,254	 	1018012104	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8848	CREMA DE ORDEÑE SPINEDA pote x 200 g	0	1	0	0	0	0	14340	13/12/2024	CREMA DE ORDEÑE SPINEDA pote x 200 g	N	1	1	5	0	13/12/2024	*	N	0	-1	0	10391,304	 	1018200102	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8849	FLUIDO SPINEDA SPORT roll-on x 90 g	0	1	0	0	0	0	6559	13/12/2024	FLUIDO SPINEDA SPORT roll-on x 90 g	N	1	1	5	0	13/12/2024	*	N	0	-1	0	4752,899	 	1018200103	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8850	CREMA SPINEDA pote x 100 g	0	3	0	0	0	0	14340	13/12/2024	CREMA SPINEDA pote x 100 g	N	1	1	5	0	13/12/2024	*	N	0	-1	0	10391,304	 	1018201801	 	-1	3	N	-1	0	1	0	1/12/2024	31/12/2024
8851	FLUIDO SPINEDA fco.x 250 ml	0	1	0	0	0	0	14340	13/12/2024	FLUIDO SPINEDA fco.x 250 ml	N	1	1	5	0	13/12/2024	*	N	0	-1	0	10391,304	 	1018201901	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8852	DROPSTAR colirio x 10 ml	0	1	0	0	0	0	20054,99	16/12/2024	DROPSTAR colirio x 10 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	14532,601	 	1018400000	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8853	LOUTEN T colirio x 2.5 ml	0	1	0	0	0	0	27747,49	16/12/2024	LOUTEN T colirio x 2.5 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	20106,877	 	1018400001	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8854	GOTABIOTIC F ung.oft.x 3.5 g	0	1	0	0	0	0	12466,68	16/12/2024	GOTABIOTIC F ung.oft.x 3.5 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	9033,826	 	1018400004	 	-1	1	N	-1	0	1	922	1/12/2024	31/12/2024
8855	GLAUCOPROST sol.oft.x 3 ml	0	1	0	0	0	0	27960	16/12/2024	GLAUCOPROST sol.oft.x 3 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	20260,87	 	1018400005	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8856	QUIDEX gts.oft.x 5 ml	0	1	0	0	0	0	9931,41	16/12/2024	QUIDEX gts.oft.x 5 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	7196,674	 	1018400006	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8857	POENBIOPTAL colirio x 5 ml	0	1	0	0	0	0	7382,91	16/12/2024	POENBIOPTAL colirio x 5 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5349,935	 	1018400008	 	-1	1	N	-1	0	1	804	1/12/2024	31/12/2024
8858	DIARIS caps.x 30	0	1	0	0	0	0	23158,09	16/12/2024	DIARIS caps.x 30	N	1	1	5	0	16/12/2024	*	N	0	-1	0	16781,225	 	1018400009	 	-1	1	N	-1	0	1	132	1/12/2024	31/12/2024
8859	ALKET sol.oft.x 5 ml	0	1	0	0	0	0	24450	16/12/2024	ALKET sol.oft.x 5 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	17717,391	 	1018400010	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8860	AUCIC 0.5% sol.oft.x 10 ml	0	1	0	0	0	0	11753,99	16/12/2024	AUCIC 0.5% sol.oft.x 10 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	8517,384	 	1018400012	 	-1	1	N	-1	0	1	39	1/12/2024	31/12/2024
8861	LAGRIMA ARTIFICIAL colirio x 10 ml	0	1	0	0	0	0	7490	16/12/2024	LAGRIMA ARTIFICIAL colirio x 10 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	5427,536	 	1018400013	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8862	LOTEMICIN susp.oft.x 5 ml	0	1	0	0	0	0	13001,18	16/12/2024	LOTEMICIN susp.oft.x 5 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	9421,145	 	1018400014	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8863	QUIDEX ung.oft.x 3.5 g	0	1	0	0	0	0	14850,04	16/12/2024	QUIDEX ung.oft.x 3.5 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	10760,899	 	1018400016	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8864	AUCIC 1% sol.oft.x 10 ml	0	1	0	0	0	0	13019,93	16/12/2024	AUCIC 1% sol.oft.x 10 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	9434,732	 	1018400018	 	-1	1	N	-1	0	1	39	1/12/2024	31/12/2024
8865	NATAX fco.gotero x 5 ml	0	1	0	0	0	0	21195,85	16/12/2024	NATAX fco.gotero x 5 ml	N	1	1	5	0	16/12/2024	*	N	0	-1	0	15359,312	 	1018400019	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
8866	NEAGEL gel oft.x 5 g	0	1	0	0	0	0	34552	16/12/2024	NEAGEL gel oft.x 5 g	N	1	1	5	0	16/12/2024	*	N	0	-1	0	25037,681	 	1018400020	 	-1	1	N	-1	0	1	0	1/12/2024	31/12/2024
